url,price,name
//chaoshi.detail.tmall.com/item.htm?id=525390584317&rewcatid=50514008,99.00,"
  【天猫超市】德国进口, 德亚, 纯, 200mlx30/箱
"
//chaoshi.detail.tmall.com/item.htm?id=521677981901&rewcatid=50514008,109.00,"
  【天猫超市】新西兰进口,Anchor安佳,轻欣250ml*24盒/箱
"
//chaoshi.detail.tmall.com/item.htm?id=39930717353&rewcatid=50514008,49.90,"
  【天猫超市】西班牙进口维加Vega,纯,1L*6 早餐饼干配,
"
//chaoshi.detail.tmall.com/item.htm?id=524513398360&rewcatid=50514008,119.00,"
  【天猫超市】德国进口, 德亚, 纯, 1Lx12/箱装
"
//chaoshi.detail.tmall.com/item.htm?id=543446249348&rewcatid=50514008,129.00,"
  【天猫超市】德国进口海外直采Hochwald好沃德,1L*12盒
"
//chaoshi.detail.tmall.com/item.htm?id=523391734900&rewcatid=50514008,49.90,"
  【天猫超市】奥地利原装进口 绿林贝UHT,纯,1L*6盒 0.5%
"
//chaoshi.detail.tmall.com/item.htm?id=540271599415&rewcatid=50514008,69.00,"
  【天猫超市】 德国原装进口 Arla爱氏晨曦,纯,200ml*24盒
"
//chaoshi.detail.tmall.com/item.htm?id=520361968639&rewcatid=50514008,79.00,"
  【天猫超市】新西兰进口纽仕兰牧场直供部分,纯,250ml*24
"
//chaoshi.detail.tmall.com/item.htm?id=40732690408&rewcatid=50514008,79.00,"
  【天猫超市】英国进口,韦沃部分,纯,200ml*27英超市有售
"
//chaoshi.detail.tmall.com/item.htm?id=44036036310&rewcatid=50514008,49.90,"
  【天猫超市】新西兰原装进口 纽麦福 部分,250ML* 12盒
"
//chaoshi.detail.tmall.com/item.htm?id=543578038537&rewcatid=50514008,99.00,"
  【天猫超市】德国原装进口, Arla爱氏晨曦,纯,1L*12盒
"
//chaoshi.detail.tmall.com/item.htm?id=523247356231&rewcatid=50514008,129.00,"
  【天猫超市】德国原装进口MUH甘蒂牧场牧牌,纯,1L*12/箱
"
//chaoshi.detail.tmall.com/item.htm?id=528414358145&rewcatid=50514008,52.80,"
  【天猫超市】麦德龙德国进口纯,宜客AKA,0.3% 6*1L/盒
"
//chaoshi.detail.tmall.com/item.htm?id=542959038721&rewcatid=50514008,119.00,"
  【天猫超市】澳大利亚进口,放牧原生,纯,250ml*24盒/箱
"
//chaoshi.detail.tmall.com/item.htm?id=545577049369&rewcatid=50514008,79.00,"
  【天猫超市】新西兰原装进口纽麦福部分,250ml*24盒/箱
"
//chaoshi.detail.tmall.com/item.htm?id=542519573276&rewcatid=50514008,99.90,"
  【天猫超市】澳洲进口澳伯顿So Natural,纯,250ml*24整箱装
"
//chaoshi.detail.tmall.com/item.htm?id=520932619398&rewcatid=50514008,59.00,"
  【天猫超市】德国进口MUH甘蒂牧场牧牌部分,纯,200ml*24箱
"
//chaoshi.detail.tmall.com/item.htm?id=540065624936&rewcatid=50514008,49.90,"
  【天猫超市】伊利 byebye君 ,奶 零脂肪250ml*16 拜拜怕胖
"
//chaoshi.detail.tmall.com/item.htm?id=20776371431&rewcatid=50514008,129.00,"
  【天猫超市】德国进口MUH甘蒂牧场牧牌部分,纯,1L*12/箱
"
//chaoshi.detail.tmall.com/item.htm?id=534465655558&rewcatid=50514008,72.00,"
  【天猫超市】蒙牛特仑苏纯,250ml*16盒营养升级 专属牧场
"
//chaoshi.detail.tmall.com/item.htm?id=43367058731&rewcatid=50514008,64.90,"
  【天猫超市】新西兰进口,纽麦福 全脂纯,250ml*24盒/箱
"
//chaoshi.detail.tmall.com/item.htm?id=12423601818&rewcatid=50514008,59.90,"
  【天猫超市】蒙牛特仑苏低脂,250ml*12盒     低脂优蛋白
"
//chaoshi.detail.tmall.com/item.htm?id=16740348351&rewcatid=50514008,64.80,"
  【天猫超市】伊利纯,无菌砖纯,250ml*24/箱早餐奶 好营养
"
//chaoshi.detail.tmall.com/item.htm?id=44121706589&rewcatid=50514008,89.00,"
  【天猫超市】新西兰进口,Anchor安佳全脂纯,250ml*24盒/1箱
"
//chaoshi.detail.tmall.com/item.htm?id=19742362571&rewcatid=50514008,57.80,"
  【天猫超市】蒙牛特仑苏醇纤,250ml*12盒平衡好搭档轻松又健康
"
//chaoshi.detail.tmall.com/item.htm?id=541069554426&rewcatid=50514008,89.00,"
  【天猫超市】麦德龙德国进口,宜客AKA,0.3%1Lx12盒/箱
"
//chaoshi.detail.tmall.com/item.htm?id=524455249773&rewcatid=50514008,79.00,"
  【天猫超市】德国进口, 德亚Weidendorf全脂,200mlx30/箱
"
//chaoshi.detail.tmall.com/item.htm?id=17381614149&rewcatid=50514008,54.90,"
  【天猫超市】光明牌纯,250ml*24 /箱新老包装交替随机发货
"
//chaoshi.detail.tmall.com/item.htm?id=12506684214&rewcatid=50514008,54.00,"
  【天猫超市】蒙牛纯,1000ml*6盒口感纯正   好,自然纯
"
//chaoshi.detail.tmall.com/item.htm?id=16750364037&rewcatid=50514008,68.40,"
  【天猫超市】伊利 金典 有机奶 250ml*12全程有机 追溯 纯,
"
//chaoshi.detail.tmall.com/item.htm?id=523257843130&rewcatid=50514008,69.00,"
  【天猫超市】澳大利亚进口 德亚全脂,（澳洲甄选）250ml*24/箱
"
//chaoshi.detail.tmall.com/item.htm?id=44778542224&rewcatid=50514008,69.00,"
  【天猫超市】 德国原装进口 Arla爱氏晨曦全脂,200ml*24盒
"
//chaoshi.detail.tmall.com/item.htm?id=539834286799&rewcatid=50514008,79.80,"
  【天猫超市】蒙牛新养道零乳糖,低脂250ml*12盒*2零乳糖好吸收
"
//chaoshi.detail.tmall.com/item.htm?id=520304065260&rewcatid=50514008,72.00,"
  【天猫超市】新西兰进口, Theland纽仕兰全脂纯,250ml*24盒
"
//chaoshi.detail.tmall.com/item.htm?id=522196956562&rewcatid=50514008,128.00,"
  【天猫超市】澳大利亚 原装进口 澳牧 儿童成长,200ml*15装
"
//chaoshi.detail.tmall.com/item.htm?id=536059680044&rewcatid=50514008,72.00,"
  【天猫超市】伊利 谷粒多红谷谷物,250ml*12  双提 早餐好选择
"
//chaoshi.detail.tmall.com/item.htm?id=12549940137&rewcatid=50514008,65.00,"
  【天猫超市】蒙牛特仑苏纯,250ml*12盒  十年经典 品质升级
"
//chaoshi.detail.tmall.com/item.htm?id=43550164805&rewcatid=50514008,59.00,"
  【天猫超市】伊利 舒化中老年, 优钙 250ml*12 孝敬父母
"
//chaoshi.detail.tmall.com/item.htm?id=543419656353&rewcatid=50514008,99.00,"
  【天猫超市】德国原装进口Hochwald好沃德全脂,1L*12盒箱装
"
//chaoshi.detail.tmall.com/item.htm?id=14403809043&rewcatid=50514008,78.00,"
  【天猫超市】伊利 金典纯, 250ml*12 高品质好奶 甄选黄金奶源
"
